Application,Schema,Table,Type,Column,Data Type,"Default 
Value","Column 
Key","IS_NULL
ABLE","Auto 
Increment",Description
Example,cmpdb,@tblName,table,list_member_id_pk,int(11),0,,NO,,
Example,cmpdb,@tblName,table,campaign_id,int(11),,,YES,,
Example,cmpdb,@tblName,table,promotion_id,int(11),,,YES,,
Example,cmpdb,@tblName,table,list_id,int(11),,,YES,,
Example,cmpdb,@tblName,table,CSN,varchar(20),,,YES,,
Example,cmpdb,@tblName,table,email_id,varchar(200),,,YES,,
Example,cmpdb,@tblName,table,phone_number,varchar(20),,,YES,,
Example,cmpdb,@tblName,table,created_by,int(11),0,,YES,,
Example,cmpdb,@tblName,table,created_on,datetime,,,YES,,
Example,cmpdb,@tblName,table,modified_by,int(11),0,,YES,,
Example,cmpdb,@tblName,table,modified_on,datetime,,,YES,,
Example,cmpdb,@tblName,table,is_active,tinyint(1),1,,YES,,
Example,cmpdb,@tblName,table,client_name_english,varchar(500),,,YES,,
Example,cmpdb,@tblName,table,balance_points,varchar(500),,,YES,,
Example,cmpdb,@tblName,table,expirying_points,varchar(500),,,YES,,
Example,cmpdb,@tblName,table,point_date,varchar(500),,,YES,,
Example,cmpdb,campaign,table,campaign_id_pk,int(11),,PRI,NO,Yes,"Number, Primary, Unique, Not Null Key, Number Auto incremental"
Example,cmpdb,campaign,table,campaign_name,varchar(300),,,NO,,Stores String Name of campaign
Example,cmpdb,campaign,table,start_date,datetime,,,YES,,Start date of campaign
Example,cmpdb,campaign,table,end_date,datetime,,,YES,,End date of campaign
Example,cmpdb,campaign,table,merchant_id_fk,varchar(20),,,NO,,Stores String Fk of campaign
Example,cmpdb,campaign,table,cmp_type_id_fk,int(11),,MUL,YES,,Stores String Fk of campaign
Example,cmpdb,campaign,table,created_by,int(11),0,,YES,,Stores String By of campaign
Example,cmpdb,campaign,table,created_on,datetime,,,YES,,Created date of campaign
Example,cmpdb,campaign,table,modified_by,int(11),0,,YES,,Stores String By of campaign
Example,cmpdb,campaign,table,modified_on,datetime,,,YES,,Modified date of campaign
Example,cmpdb,campaign,table,is_active,tinyint(1),1,,YES,,Stores String Active of campaign
Example,cmpdb,campaign_audit,table,campaign_id_pk,int(11),0,,NO,,Stores String Pk of campaign_audit
Example,cmpdb,campaign_audit,table,campaign_name,varchar(300),,,NO,,Stores String Name of campaign_audit
Example,cmpdb,campaign_audit,table,start_date,datetime,,,YES,,Start date of campaign_audit
Example,cmpdb,campaign_audit,table,end_date,datetime,,,YES,,End date of campaign_audit
Example,cmpdb,campaign_audit,table,merchant_id_fk,varchar(20),,,NO,,Stores String Fk of campaign_audit
Example,cmpdb,campaign_audit,table,cmp_type_id_fk,int(11),,,YES,,Stores String Fk of campaign_audit
Example,cmpdb,campaign_audit,table,created_by,int(11),0,,YES,,Stores String By of campaign_audit
Example,cmpdb,campaign_audit,table,created_on,datetime,,,YES,,Created date of campaign_audit
Example,cmpdb,campaign_audit,table,modified_by,int(11),0,,YES,,Stores String By of campaign_audit
Example,cmpdb,campaign_audit,table,modified_on,datetime,,,YES,,Modified date of campaign_audit
Example,cmpdb,campaign_audit,table,is_active,tinyint(1),1,,YES,,Stores String Active of campaign_audit
Example,cmpdb,campaign_email_stats,table,campaign_email_stats_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,status,varchar(45),,,YES,,Stores String Status of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,state_permanent,tinyint(1),,,YES,,Stores String Permanent of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,unsub,tinyint(1),,,YES,,Stores String Unsub of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,bounce_date,datetime,,,YES,,Bounce date of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,click,tinyint(1),,,YES,,Stores String Click of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,contact_id,int(11),,,YES,,Stores String Id of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,queued,tinyint(1),,,YES,,Stores String Queued of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,bounce_reason,varchar(4000),,,YES,,Stores String Reason of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,spam,tinyint(1),,,YES,,Stores String Spam of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,open,tinyint(1),,,YES,,Stores String Open of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,complaint_date,datetime,,,YES,,Complaint date of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,details,varchar(1000),,,YES,,Stores String Details of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,ext_campaign_id,varchar(45),,,YES,,Stores String Id of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,to_email,varchar(200),,,YES,,Stores String Email of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,fbl_source,varchar(200),,,YES,,Stores String Source of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,bounce,tinyint(1),,,YES,,Stores String Bounce of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,cnt_recipients,int(11),,,YES,,Stores String Recipients of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,arrival_ts,datetime,,,YES,,Arrival date of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,blocked,tinyint(1),,,YES,,Stores String Blocked of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,message_id,varchar(40),,,YES,,Stores String Id of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,created_on,datetime,,,YES,,Created date of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,created_by,int(11),,,YES,,Stores String By of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,modified_on,datetime,,,YES,,Modified date of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,modified_by,int(11),,,YES,,Stores String By of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,is_active,tinyint(1),,,YES,,Stores String Active of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,newsletter_id,varchar(45),,,YES,,Stores String Id of campaign_email_stats
Example,cmpdb,campaign_email_stats,table,sent,tinyint(1),,,YES,,Stores String Sent of campaign_email_stats
Example,cmpdb,campaign_stats,table,campaign_stats_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of campaign_stats
Example,cmpdb,campaign_stats,table,clicked_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,last_activity_at,datetime,,,YES,,Last_Activity date of campaign_stats
Example,cmpdb,campaign_stats,table,segment_name,varchar(100),,,YES,,Stores String Name of campaign_stats
Example,cmpdb,campaign_stats,table,queued_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,spam_complaint_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,contact_list_name,varchar(100),,,YES,,Stores String Name of campaign_stats
Example,cmpdb,campaign_stats,table,blocked_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,campaign_subject,varchar(500),,,YES,,Stores String Subject of campaign_stats
Example,cmpdb,campaign_stats,table,bounced_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,opened_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,delivered_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,ext_campaign_id,varchar(45),,,YES,,Stores String Id of campaign_stats
Example,cmpdb,campaign_stats,table,campaign_send_start_at,datetime,,,YES,,Campaign_Send_Start date of campaign_stats
Example,cmpdb,campaign_stats,table,campaign_is_starred,tinyint(1),,,YES,,Stores String Starred of campaign_stats
Example,cmpdb,campaign_stats,table,newsletter_id,varchar(45),,,YES,,Stores String Id of campaign_stats
Example,cmpdb,campaign_stats,table,unsubscribed_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,processed_count,int(11),,,YES,,Stores String Count of campaign_stats
Example,cmpdb,campaign_stats,table,created_on,datetime,,,YES,,Created date of campaign_stats
Example,cmpdb,campaign_stats,table,created_by,int(11),,,YES,,Stores String By of campaign_stats
Example,cmpdb,campaign_stats,table,modified_on,datetime,,,YES,,Modified date of campaign_stats
Example,cmpdb,campaign_stats,table,modified_by,int(11),,,YES,,Stores String By of campaign_stats
Example,cmpdb,campaign_stats,table,is_active,tinyint(1),,,YES,,Stores String Active of campaign_stats
Example,cmpdb,campaign_type_master,table,cmp_type_id_pk,int(11),,PRI,NO,,Stores String Pk of campaign_type_master
Example,cmpdb,campaign_type_master,table,type_name,varchar(150),,UNI,NO,,Stores String Name of campaign_type_master
Example,cmpdb,campaign_type_master,table,created_by,int(11),0,,YES,,Stores String By of campaign_type_master
Example,cmpdb,campaign_type_master,table,created_on,datetime,,,YES,,Created date of campaign_type_master
Example,cmpdb,campaign_type_master,table,modified_by,int(11),0,,YES,,Stores String By of campaign_type_master
Example,cmpdb,campaign_type_master,table,modified_on,datetime,,,YES,,Modified date of campaign_type_master
Example,cmpdb,campaign_type_master,table,is_active,tinyint(1),1,,YES,,Stores String Active of campaign_type_master
Example,cmpdb,cmp_batch_status,table,batch_id,int(11),,,NO,,Stores String Id of cmp_batch_status
Example,cmpdb,cmp_batch_status,table,table_name,varchar(50),,,YES,,Stores String Name of cmp_batch_status
Example,cmpdb,cmp_batch_status,table,post_date,timestamp,,,YES,,Post time of cmp_batch_status
Example,cmpdb,cmp_batch_status,table,start_date,timestamp,,,YES,,Start time of cmp_batch_status
Example,cmpdb,cmp_batch_status,table,end_date,timestamp,,,YES,,End time of cmp_batch_status
Example,cmpdb,cmp_batch_status,table,status,varchar(10),,,YES,,Stores String Status of cmp_batch_status
Example,cmpdb,cmp_campaign_details,view,campaign_id_fk,int(11),,,YES,,Stores String Fk of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,campaign_name,varchar(300),,,NO,,Stores String Name of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,promotion_id_pk,int(11),0,,NO,,Stores String Pk of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,promotion_name,varchar(150),,,NO,,Stores String Name of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,promotion_date,date,,,YES,,Promotion date of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,corporate_name_english_1,varchar(500),,,YES,,Stores String 1 of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,channel_type,varchar(45),Email,,NO,,Stores String Type of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,corporate_id,varchar(20),,,YES,,Stores String Id of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,is_confirmed,varchar(1),,,NO,,Stores String Confirmed of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,proposed_blast_count,int(11),0,,YES,,Stores String Count of cmp_campaign_details
Example,cmpdb,cmp_campaign_details,view,type_name,varchar(150),,,NO,,Stores String Name of cmp_campaign_details
Example,cmpdb,cmp_list_members,table,CSN,varchar(20),,,YES,,Stores String Csn of cmp_list_members
Example,cmpdb,cmp_list_members,table,campaign_id,int(11),,,YES,,Stores String Id of cmp_list_members
Example,cmpdb,cmp_list_members,table,promotion_id,int(11),,,YES,,Stores String Id of cmp_list_members
Example,cmpdb,contact_policy,table,policy_id,int(11),,PRI,NO,,Stores String Id of contact_policy
Example,cmpdb,contact_policy,table,policy_name,varchar(100),,,YES,,Stores String Name of contact_policy
Example,cmpdb,contact_policy,table,no_of_EDM_week,int(11),,,YES,,Stores String Week of contact_policy
Example,cmpdb,contact_policy,table,no_of_SMS_week,int(11),,,YES,,Stores String Week of contact_policy
Example,cmpdb,contact_policy,table,no_of_EDM_day,int(11),,,YES,,Stores String Day of contact_policy
Example,cmpdb,contact_policy,table,no_of_SMS_day,int(11),,,YES,,Stores String Day of contact_policy
Example,cmpdb,contact_policy,table,created_by,int(11),0,,YES,,Stores String By of contact_policy
Example,cmpdb,contact_policy,table,created_on,datetime,,,YES,,Created date of contact_policy
Example,cmpdb,contact_policy,table,modified_by,int(11),0,,YES,,Stores String By of contact_policy
Example,cmpdb,contact_policy,table,modified_on,datetime,,,YES,,Modified date of contact_policy
Example,cmpdb,contact_policy,table,is_active,tinyint(1),1,,YES,,Stores String Active of contact_policy
Example,cmpdb,contact_policy_config,table,contact_policy_config_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of contact_policy_config
Example,cmpdb,contact_policy_config,table,lac_optimization_run_day,varchar(45),,,YES,,Stores String Day of contact_policy_config
Example,cmpdb,contact_policy_config,table,staging_table_run_day,varchar(10),,,YES,,Stores String Day of contact_policy_config
Example,cmpdb,contact_policy_config,table,is_active,tinyint(1),,,YES,,Stores String Active of contact_policy_config
Example,cmpdb,contact_policy_config,table,created_on,datetime,,,YES,,Created date of contact_policy_config
Example,cmpdb,contact_policy_config,table,created_by,int(11),,,YES,,Stores String By of contact_policy_config
Example,cmpdb,contact_policy_config,table,modified_on,datetime,,,YES,,Modified date of contact_policy_config
Example,cmpdb,contact_policy_config,table,modified_by,int(11),,,YES,,Stores String By of contact_policy_config
Example,cmpdb,contact_policy_config,table,staging_table_run_time,varchar(10),,,YES,,24 hrs format
Example,cmpdb,contact_policy_config,table,percentage_new,float,,,YES,,Percentage floa of contact_policy_config
Example,cmpdb,contact_policy_config,table,percentage_existing,float,,,YES,,Percentage floa of contact_policy_config
Example,cmpdb,contact_policy_config,table,percentage_random,float,,,YES,,Percentage floa of contact_policy_config
Example,cmpdb,contact_policy_config,table,subs_plan_id_fk,int(11),,,YES,,Stores String Fk of contact_policy_config
Example,cmpdb,email_template_master,table,email_template_master_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of email_template_master
Example,cmpdb,email_template_master,table,template_name,varchar(200),,,YES,,Stores String Name of email_template_master
Example,cmpdb,email_template_master,table,template_html_content,text,,,YES,,Template_Html text of email_template_master
Example,cmpdb,email_template_master,table,thumbnail_url,varchar(200),,,YES,,Stores String Url of email_template_master
Example,cmpdb,email_template_master,table,created_on,datetime,,,YES,,Created date of email_template_master
Example,cmpdb,email_template_master,table,created_by,int(11),,,YES,,Stores String By of email_template_master
Example,cmpdb,email_template_master,table,modified_on,datetime,,,YES,,Modified date of email_template_master
Example,cmpdb,email_template_master,table,modified_by,int(11),,,YES,,Stores String By of email_template_master
Example,cmpdb,email_template_master,table,is_active,tinyint(1),,,YES,,Stores String Active of email_template_master
Example,cmpdb,email_template_master_placeholders,table,template_placeholder_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,master_template_id_fk,int(11),,,YES,,Stores String Fk of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,placeholder_name,varchar(45),,,YES,,Stores String Name of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,placeholder_value,varchar(45),,,YES,,Stores String Value of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,database,varchar(45),,,YES,,Stores String Database of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,schema,varchar(20),,,YES,,Stores String Schema of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,table_name,varchar(45),,,YES,,Stores String Name of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,is_active,tinyint(1),,,YES,,Stores String Active of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,created_on,datetime,,,YES,,Created date of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,created_by,int(11),,,YES,,Stores String By of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,modified_on,datetime,,,YES,,Modified date of email_template_master_placeholders
Example,cmpdb,email_template_master_placeholders,table,modified_by,int(11),,,YES,,Stores String By of email_template_master_placeholders
Example,cmpdb,email_template_master_slot,table,email_temp_master_slot_it_pk,int(11),,PRI,NO,Yes,Stores String Pk of email_template_master_slot
Example,cmpdb,email_template_master_slot,table,email_template_master_id_fk,int(11),,,YES,,Stores String Fk of email_template_master_slot
Example,cmpdb,email_template_master_slot,table,slot_html,text,,,YES,,Slot text of email_template_master_slot
Example,cmpdb,email_template_master_slot,table,is_active,tinyint(1),,,YES,,Stores String Active of email_template_master_slot
Example,cmpdb,email_template_master_slot,table,created_on,datetime,,,YES,,Created date of email_template_master_slot
Example,cmpdb,email_template_master_slot,table,created_by,int(11),,,YES,,Stores String By of email_template_master_slot
Example,cmpdb,email_template_master_slot,table,modified_on,datetime,,,YES,,Modified date of email_template_master_slot
Example,cmpdb,email_template_master_slot,table,modified_by,int(11),,,YES,,Stores String By of email_template_master_slot
Example,cmpdb,email_template_master_slot,table,embed_in_html_selector_id,varchar(45),,,YES,,Stores String Id of email_template_master_slot
Example,cmpdb,function_master,table,fun_id_pk,int(11),,PRI,NO,,Stores String Pk of function_master
Example,cmpdb,function_master,table,function_name,varchar(150),,,NO,,Stores String Name of function_master
Example,cmpdb,function_master,table,function_display_name,varchar(150),,,YES,,Stores String Name of function_master
Example,cmpdb,function_master,table,function_mapper,varchar(150),,,YES,,Stores String Mapper of function_master
Example,cmpdb,function_master,table,created_by,int(11),0,,YES,,Stores String By of function_master
Example,cmpdb,function_master,table,created_on,datetime,,,YES,,Created date of function_master
Example,cmpdb,function_master,table,modified_by,int(11),0,,YES,,Stores String By of function_master
Example,cmpdb,function_master,table,modified_on,datetime,,,YES,,Modified date of function_master
Example,cmpdb,function_master,table,is_active,tinyint(1),1,,YES,,Stores String Active of function_master
Example,cmpdb,function_operation_master,table,func_opn_id_pk,int(11),,PRI,NO,,Stores String Pk of function_operation_master
Example,cmpdb,function_operation_master,table,function_id_fk,int(11),,MUL,YES,,Stores String Fk of function_operation_master
Example,cmpdb,function_operation_master,table,func_opn_name,varchar(150),,,NO,,Stores String Name of function_operation_master
Example,cmpdb,function_operation_master,table,func_opn_display_name,varchar(150),,,YES,,Stores String Name of function_operation_master
Example,cmpdb,function_operation_master,table,func_opn_mapper,varchar(150),,,YES,,Stores String Mapper of function_operation_master
Example,cmpdb,function_operation_master,table,created_by,int(11),0,,YES,,Stores String By of function_operation_master
Example,cmpdb,function_operation_master,table,created_on,datetime,,,YES,,Created date of function_operation_master
Example,cmpdb,function_operation_master,table,modified_by,int(11),0,,YES,,Stores String By of function_operation_master
Example,cmpdb,function_operation_master,table,modified_on,datetime,,,YES,,Modified date of function_operation_master
Example,cmpdb,function_operation_master,table,is_active,tinyint(1),1,,YES,,Stores String Active of function_operation_master
Example,cmpdb,internal_blast_users,table,internal_blast_user_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of internal_blast_users
Example,cmpdb,internal_blast_users,table,email_id,varchar(200),,,YES,,Stores String Id of internal_blast_users
Example,cmpdb,internal_blast_users,table,phone,varchar(45),,,YES,,Stores String Phone of internal_blast_users
Example,cmpdb,internal_blast_users,table,is_active,tinyint(1),,,YES,,Stores String Active of internal_blast_users
Example,cmpdb,internal_blast_users,table,created_by,int(11),,,YES,,Stores String By of internal_blast_users
Example,cmpdb,internal_blast_users,table,created_on,datetime,,,YES,,Created date of internal_blast_users
Example,cmpdb,internal_blast_users,table,modified_by,int(11),,,YES,,Stores String By of internal_blast_users
Example,cmpdb,internal_blast_users,table,modified_on,datetime,,,YES,,Modified date of internal_blast_users
Example,cmpdb,internal_blast_users,table,merchant_id,varchar(45),,,YES,,Stores String Id of internal_blast_users
Example,cmpdb,internal_blast_users,table,client_name_english,varchar(500),,,YES,,Stores String English of internal_blast_users
Example,cmpdb,internal_blast_users,table,balance_points,varchar(500),,,YES,,Stores String Points of internal_blast_users
Example,cmpdb,internal_blast_users,table,expiry_points,varchar(500),,,YES,,Stores String Points of internal_blast_users
Example,cmpdb,internal_blast_users,table,point_date,varchar(500),,,YES,,Stores String Date of internal_blast_users
Example,cmpdb,lac_scorecard,table,charaterisitic,varchar(1000),,,YES,,Stores String Charaterisitic of lac_scorecard
Example,cmpdb,lac_scorecard,table,definition,varchar(1000),,,YES,,Stores String Definition of lac_scorecard
Example,cmpdb,lac_scorecard,table,attribute,varchar(1000),,,YES,,Stores String Attribute of lac_scorecard
Example,cmpdb,lac_scorecard,table,score_points,"decimal(10,2)",,,YES,,Stores String Points of lac_scorecard
Example,cmpdb,list_category,table,list_cat_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of list_category
Example,cmpdb,list_category,table,category_name,varchar(50),,,NO,,Stores String Name of list_category
Example,cmpdb,list_category,table,parent_cat_id,int(11),0,,YES,,Stores String Id of list_category
Example,cmpdb,list_category,table,is_active,tinyint(1),1,,YES,,Stores String Active of list_category
Example,cmpdb,list_category,table,requires_user_input,tinyint(1),0,,YES,,Stores String Input of list_category
Example,cmpdb,list_category,table,input_table,varchar(50),,,YES,,Stores String Table of list_category
Example,cmpdb,list_category,table,created_by,int(11),,,YES,,Stores String By of list_category
Example,cmpdb,list_category,table,created_on,datetime,,,YES,,Created date of list_category
Example,cmpdb,list_category,table,modified_by,int(11),,,YES,,Stores String By of list_category
Example,cmpdb,list_category,table,modified_on,datetime,,,YES,,Modified date of list_category
Example,cmpdb,list_category,table,is_draggable,tinyint(1),0,,YES,,Stores String Draggable of list_category
Example,cmpdb,list_category,table,img_url,varchar(200),,,YES,,Stores String Url of list_category
Example,cmpdb,list_category,table,description,varchar(300),,,YES,,Stores String Description of list_category
Example,cmpdb,list_category,table,is_enterprise,tinyint(1),1,,YES,,Stores String Enterprise of list_category
Example,cmpdb,list_elements,table,list_elem_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of list_elements
Example,cmpdb,list_elements,table,list_id_fk,int(11),,,NO,,Stores String Fk of list_elements
Example,cmpdb,list_elements,table,list_cat_id_fk,varchar(50),,,NO,,Stores String Fk of list_elements
Example,cmpdb,list_elements,table,created_by,int(11),,,YES,,Stores String By of list_elements
Example,cmpdb,list_elements,table,created_on,datetime,,,YES,,Created date of list_elements
Example,cmpdb,list_elements,table,modified_by,int(11),,,YES,,Stores String By of list_elements
Example,cmpdb,list_elements,table,modified_on,datetime,,,YES,,Modified date of list_elements
Example,cmpdb,list_elements,table,is_active,tinyint(1),,,YES,,Stores String Active of list_elements
Example,cmpdb,list_elements_audit,table,list_elem_id_pk,int(11),0,,NO,,Stores String Pk of list_elements_audit
Example,cmpdb,list_elements_audit,table,list_id_fk,int(11),,,NO,,Stores String Fk of list_elements_audit
Example,cmpdb,list_elements_audit,table,list_cat_id_fk,varchar(50),,,NO,,Stores String Fk of list_elements_audit
Example,cmpdb,list_elements_audit,table,created_by,int(11),,,YES,,Stores String By of list_elements_audit
Example,cmpdb,list_elements_audit,table,created_on,datetime,,,YES,,Created date of list_elements_audit
Example,cmpdb,list_elements_audit,table,modified_by,int(11),,,YES,,Stores String By of list_elements_audit
Example,cmpdb,list_elements_audit,table,modified_on,datetime,,,YES,,Modified date of list_elements_audit
Example,cmpdb,list_elements_audit,table,is_active,tinyint(1),,,YES,,Stores String Active of list_elements_audit
Example,cmpdb,list_generation,table,list_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of list_generation
Example,cmpdb,list_generation,table,list_name,varchar(50),,,NO,,Stores String Name of list_generation
Example,cmpdb,list_generation,table,is_active,tinyint(1),1,,NO,,Stores String Active of list_generation
Example,cmpdb,list_generation,table,is_published,tinyint(1),,,NO,,Stores String Published of list_generation
Example,cmpdb,list_generation,table,created_by,int(11),0,,YES,,Stores String By of list_generation
Example,cmpdb,list_generation,table,created_on,datetime,,,YES,,Created date of list_generation
Example,cmpdb,list_generation,table,modified_by,int(11),0,,YES,,Stores String By of list_generation
Example,cmpdb,list_generation,table,modified_on,datetime,,,YES,,Modified date of list_generation
Example,cmpdb,list_generation,table,member_count,int(11),,,YES,,Stores String Count of list_generation
Example,cmpdb,list_generation,table,merchant_id_fk,varchar(20),,,YES,,Stores String Fk of list_generation
Example,cmpdb,list_generation,table,channel_type,varchar(45),,,YES,,Stores String Type of list_generation
Example,cmpdb,list_generation,table,list_type,varchar(45),segment,,YES,,Stores String Type of list_generation
Example,cmpdb,list_generation_audit,table,list_id_pk,int(11),0,,NO,,Stores String Pk of list_generation_audit
Example,cmpdb,list_generation_audit,table,list_name,varchar(50),,,NO,,Stores String Name of list_generation_audit
Example,cmpdb,list_generation_audit,table,is_active,tinyint(1),1,,NO,,Stores String Active of list_generation_audit
Example,cmpdb,list_generation_audit,table,is_published,tinyint(1),,,NO,,Stores String Published of list_generation_audit
Example,cmpdb,list_generation_audit,table,created_by,int(11),0,,YES,,Stores String By of list_generation_audit
Example,cmpdb,list_generation_audit,table,created_on,datetime,,,YES,,Created date of list_generation_audit
Example,cmpdb,list_generation_audit,table,modified_by,int(11),0,,YES,,Stores String By of list_generation_audit
Example,cmpdb,list_generation_audit,table,modified_on,datetime,,,YES,,Modified date of list_generation_audit
Example,cmpdb,list_generation_audit,table,member_count,int(11),,,YES,,Stores String Count of list_generation_audit
Example,cmpdb,list_generation_audit,table,merchant_id_fk,varchar(20),,,YES,,Stores String Fk of list_generation_audit
Example,cmpdb,list_generation_audit,table,channel_type,varchar(45),,,YES,,Stores String Type of list_generation_audit
Example,cmpdb,list_generation_audit,table,list_type,varchar(45),segment,,YES,,Stores String Type of list_generation_audit
Example,cmpdb,list_members,table,list_member_id_pk,int(11),,PRI,NO,Yes,Stores String Pk of list_members
Example,cmpdb,list_members,table,campaign_id,int(11),,,YES,,Stores String Id of list_members
Example,cmpdb,list_members,table,promotion_id,int(11),,MUL,YES,,Stores String Id of list_members
Example,cmpdb,list_members,table,list_id,int(11),,MUL,YES,,Stores String Id of list_members
Example,cmpdb,list_members,table,CSN,varchar(20),,MUL,YES,,Stores String Csn of list_members
Example,cmpdb,list_members,table,email_id,varchar(200),,,YES,,Stores String Id of list_members
Example,cmpdb,list_members,table,phone_number,varchar(20),,,YES,,Stores String Number of list_members
Example,cmpdb,list_members,table,created_by,int(11),0,,YES,,Stores String By of list_members
Example,cmpdb,list_members,table,created_on,datetime,,,YES,,Created date of list_members
Example,cmpdb,list_members,table,modified_by,int(11),0,,YES,,Stores String By of list_members
Example,cmpdb,list_members,table,modified_on,datetime,,,YES,,Modified date of list_members
Example,cmpdb,list_members,table,is_active,tinyint(1),1,,YES,,Stores String Active of list_members
Example,cmpdb,list_members,table,client_name_english,varchar(500),,,YES,,Stores String English of list_members
Example,cmpdb,list_members,table,balance_points,varchar(500),,,YES,,Stores String Points of list_members
Example,cmpdb,list_members,table,expirying_points,varchar(500),,,YES,,Stores String Points of list_members
Example,cmpdb,list_members,table,point_date,varchar(500),,,YES,,Stores String Date of list_members
Example,cmpdb,list_members_123,table,list_member_id_pk,int(11),0,,NO,,Stores String Pk of list_members_123
Example,cmpdb,list_members_123,table,campaign_id,int(11),,,YES,,Stores String Id of list_members_123
Example,cmpdb,list_members_123,table,promotion_id,int(11),,,YES,,Stores String Id of list_members_123
Example,cmpdb,list_members_123,table,list_id,int(11),,,YES,,Stores String Id of list_members_123
Example,cmpdb,list_members_123,table,CSN,varchar(20),,,YES,,Stores String Csn of list_members_123
Example,cmpdb,list_members_123,table,email_id,varchar(200),,,YES,,Stores String Id of list_members_123
Example,cmpdb,list_members_123,table,phone_number,varchar(20),,,YES,,Stores String Number of list_members_123
Example,cmpdb,list_members_123,table,created_by,int(11),0,,YES,,Stores String By of list_members_123
Example,cmpdb,list_members_123,table,created_on,datetime,,,YES,,Created date of list_members_123
Example,cmpdb,list_members_123,table,modified_by,int(11),0,,YES,,Stores String By of list_members_123
Example,cmpdb,list_members_123,table,modified_on,datetime,,,YES,,Modified date of list_members_123
Example,cmpdb,list_members_123,table,is_active,tinyint(1),1,,YES,,Stores String Active of list_members_123
Example,cmpdb,list_members_123,table,client_name_english,varchar(500),,,YES,,Stores String English of list_members_123
